p_val	avg_logFC	pct.1	pct.2	p_val_adj
Il33	7.52254562198186e-77	1.68383478805985	0.65	0.085	1.00884859336399e-72
Casz1	3.74925023419e-76	0.895615170760461	0.51	0.05	5.02811948907221e-72
Cdk18	2.43547141056686e-75	1.01212520187458	0.58	0.07	3.26621070871121e-71
Cldn4	3.12048848214741e-74	2.19570062470769	0.91	0.24	4.1848871034079e-70
Elf3	3.88322899136467e-72	1.0376412310356	0.61	0.08	5.20779840031915e-68
Tspan13	4.89718826970591e-72	1.64423319706978	0.77	0.145	6.5676191885026e-68
Myb	1.107045307253e-71	0.527570279054326	0.26	0.011	1.48465846155699e-67
Dkkl1	1.58546858158405e-71	0.666564746151335	0.38	0.028	2.12627191476237e-67
Cldn7	2.84350992048799e-70	1.13139633700901	0.72	0.117	3.81343115436644e-66
Lama5	1.13554310322537e-67	1.92856158502108	0.88	0.222	1.52287685573555e-63
Wnt4	2.32090414648279e-67	0.971521232263269	0.45	0.044	3.11256455084806e-63
Cldn3	5.1075301081358e-67	1.57135887927339	0.88	0.208	6.84970862802092e-63
Clca3a2	2.01148709988629e-66	1.99175457987954	0.74	0.142	2.6976053496575e-62
Capn5	1.45142758571323e-65	0.801011764364733	0.39	0.034	1.94650953520001e-61
Tmprss2	8.1628003990573e-63	0.538083542290832	0.31	0.021	1.09471316151758e-58
Rhpn2	2.76465003308784e-61	0.921473234374765	0.48	0.056	3.70767215937411e-57
Krt18	2.40531875167853e-59	1.79096279477356	0.99	0.417	3.22577297787608e-55
Mlph	8.11810545369994e-58	0.543297477125101	0.28	0.018	1.0887191223957e-53
Clu	2.01505868231564e-57	1.90675902834609	0.94	0.305	2.70239519885351e-53
Sytl2	3.11904603353909e-57	0.856180523465386	0.32	0.025	4.18295263557927e-53
Slc12a2	2.7457956523962e-55	1.50141989669836	0.74	0.177	3.68238654942854e-51
Hid1	3.36097349948427e-55	0.687982821111515	0.34	0.03	4.50740156015836e-51
Bcl2l14	7.73884900116177e-55	0.582234344269665	0.29	0.021	1.0378570395458e-50
Krt8	5.88835030240054e-54	1.65173118135762	0.94	0.364	7.89686659054937e-50
Ly6d	1.78079592320055e-53	0.757296130671642	0.58	0.091	2.38822541260426e-49
Mtss1	1.17653496264697e-51	1.45478528084581	0.75	0.194	1.57785103840585e-47
Prss8	4.12142101696437e-51	0.682838196515024	0.45	0.059	5.52723772585092e-47
Slpi	4.13926522209901e-51	1.92674540141164	0.86	0.273	5.55116858935699e-47
Cmtm8	8.55638547352889e-51	0.724060602280564	0.42	0.052	1.14749685585496e-46
Areg	5.08917684797361e-49	1.7757257871103	0.83	0.269	6.8250950708174e-45
Sprr1a	6.60428357290816e-47	1.21805565518514	0.52	0.086	8.85700469962714e-43
X0610040J01Rik	6.76753677099324e-47	0.438029094754137	0.28	0.024	9.07594356357904e-43
Krt7	8.810321175772e-47	1.16279155393671	0.9	0.285	1.18155217288278e-42
Cgn	2.48655471139026e-46	0.627630161433924	0.37	0.044	3.33471852344548e-42
Clip4	5.28492532671566e-46	0.710090172783458	0.41	0.054	7.08761335565837e-42
Crb3	1.08526185972703e-45	1.1573061220962	0.55	0.1	1.45544468007992e-41
Prom2	2.84196514275668e-45	0.474859820871299	0.31	0.031	3.81135945295099e-41
Samd5	4.80694519914591e-45	0.354078965096581	0.29	0.027	6.44659420657458e-41
Padi2	5.9970032584609e-45	0.711937088669781	0.36	0.042	8.04258106992191e-41
Ly6a	1.34405874615968e-44	1.4197463574553	0.85	0.282	1.80251718447475e-40
Ocln	1.98353778481743e-44	0.576355442928669	0.39	0.05	2.66012252321866e-40
Ezr	3.8545947908853e-44	1.57980259244607	0.9	0.479	5.16939707405627e-40
Dnajc12	1.04919054908073e-43	0.407930130285078	0.3	0.029	1.40706944537217e-39
Kcnk1	1.75529712201319e-43	0.820677968700728	0.5	0.088	2.35402897033189e-39
Wnt7b	1.90571694924228e-43	1.08614656504392	0.66	0.153	2.55575700062882e-39
Itgb6	5.94563268285214e-43	0.646664099587496	0.32	0.035	7.97368799097301e-39
Tnk1	2.28126942866451e-42	0.886295454226932	0.45	0.07	3.05941043078198e-38
Chdh	6.70060331077764e-42	0.490714964085118	0.3	0.031	8.98617910008389e-38
Trp53inp1	1.28536719547985e-41	1.21098966552429	0.56	0.121	1.72380594585802e-37
Slc7a2	4.02296034561492e-41	0.886614405344203	0.5	0.091	5.39519211950416e-37
Krt6a	5.26172482744187e-41	0.319837282992404	0.69	0.151	7.0564991660823e-37
Cdh1	6.18296939232011e-41	1.26823081813002	0.82	0.279	8.2919802520405e-37
Spint2	9.27960790772239e-41	1.05868208500079	0.9	0.326	1.24448821650465e-36
Fam210b	1.71591572707318e-40	0.698417505872982	0.44	0.072	2.30121458157784e-36
Tjp3	3.69077375812039e-40	0.738128245484581	0.26	0.024	4.94969668701526e-36
Nupr1	1.5387339837413e-39	1.80269831139391	0.86	0.402	2.06359614559546e-35
Spint1	1.70001572284026e-39	0.901287356055391	0.62	0.143	2.27989108590107e-35
Acsbg1	8.7212427817055e-39	0.509699063082223	0.4	0.059	1.16960586945452e-34
Epgn	5.60855732188513e-38	0.947812954288002	0.33	0.043	7.52163622438015e-34
Esr1	6.95260823620556e-38	0.533845927267038	0.28	0.03	9.32414290557528e-34
Man1a	7.91242777284438e-38	1.50856626472011	0.71	0.235	1.06113568861616e-33
St14	1.707639581505e-37	0.84468242607418	0.71	0.194	2.29011544275635e-33
Epn3	7.30917449682743e-37	0.452742395794534	0.26	0.027	9.80233391769527e-33
Epcam	3.23005834726528e-36	1.09361206135979	0.9	0.358	4.33183124951747e-32
Gdpd1	3.83230878061923e-36	0.376038783810024	0.26	0.027	5.13950930568846e-32
F11r	1.66761983904272e-35	1.0101576193654	0.77	0.251	2.23644496614019e-31
S100a6	1.68566978704466e-35	1.05730799046779	0.99	0.751	2.2606517514056e-31
Bzw2	4.23714676239661e-35	0.925393875991932	0.73	0.237	5.68243752305009e-31
Ddr1	4.90114598752443e-35	0.825115395870107	0.63	0.169	6.57292688386902e-31
Dsg2	1.13001081854927e-34	0.827141301034352	0.56	0.131	1.51545750875642e-30
Nek7	6.03273699888858e-34	0.64296977112582	0.49	0.103	8.09050358920947e-30
X4930523C07Rik	6.74718737247156e-34	1.19497304716157	0.65	0.199	9.04865298522161e-30
Cd24a	1.11529307932456e-33	1.25256963692157	0.82	0.343	1.49571954868216e-29
Cd164	1.82611400404811e-33	1.27898792026724	0.88	0.536	2.44900149082892e-29
Bspry	2.24662413734278e-33	0.499156436195823	0.3	0.04	3.01294763059041e-29
Tom1l1	4.36211739685614e-33	0.570836191618819	0.4	0.071	5.85003564092377e-29
Cxadr	5.13605224393096e-33	0.913726844593263	0.64	0.178	6.88795966433581e-29
Grb7	1.33401024962633e-32	0.431805406885024	0.35	0.054	1.78904114577387e-28
Cldn10	1.5235428019164e-32	0.422538999241812	0.3	0.04	2.04322325165008e-28
Vav3	3.9919482872014e-32	0.491872279643391	0.36	0.058	5.35360184796579e-28
Adam10	4.2975761868834e-32	1.00441834331924	0.71	0.245	5.76347942422933e-28
Mgst3	7.60949258773883e-32	0.867546269139385	0.49	0.112	1.02050905094166e-27
Lpcat4	1.42100650437806e-31	0.467222727544453	0.34	0.053	1.90571182302142e-27
Ptprf	1.76278666212938e-31	0.9017593516567	0.74	0.25	2.36407319258171e-27
Tgm2	2.61364877812268e-31	1.34895451086761	0.77	0.328	3.50516437634033e-27
Cblc	3.56428237725957e-31	0.561754068790903	0.28	0.037	4.7800590961428e-27
Mal2	5.26842922202057e-31	0.333465070369682	0.27	0.034	7.06549042965178e-27
Stap2	6.1005831390788e-31	0.839713067964519	0.46	0.098	8.18149204781857e-27
Lsr	8.83834949470623e-31	0.791720148614834	0.73	0.233	1.18531105073505e-26
Esrp1	9.10345927183114e-31	0.596463544340962	0.5	0.111	1.22086492294527e-26
Tmed3	1.51039679191449e-30	1.340743345296	0.8	0.391	2.02559313763652e-26
Irf6	2.24092059500489e-30	0.671170979732658	0.58	0.147	3.00529860996106e-26
Lzts2	2.44717517394546e-30	0.846361405640204	0.64	0.195	3.28190662577826e-26
Il18r1	2.94980267022234e-30	0.546162492906808	0.33	0.052	3.95598036103518e-26
Cnksr1	6.55863132581516e-30	0.490008035583118	0.49	0.109	8.79578047105071e-26
Ehf	6.70422133261309e-30	0.572167177929421	0.45	0.093	8.99103122916741e-26
Arhgef17	8.58480987368332e-30	0.64986168034133	0.48	0.11	1.15130885215967e-25
Sfn	1.44579744755281e-29	0.885471472087507	0.86	0.351	1.93895895691308e-25
Med24	1.67023897659023e-29	1.0841277118218	0.55	0.144	2.23995749150516e-25
Pvrl4	2.9553014267792e-29	0.531606074211718	0.39	0.075	3.96335474345359e-25
Sort1	6.68280491803263e-29	0.390169540629434	0.34	0.057	8.96230967557356e-25
Tuft1	9.99526549435302e-29	0.843185810170106	0.39	0.079	1.34046505544768e-24
Hp	1.02165562674484e-28	0.876680276616573	0.36	0.063	1.3701423610275e-24
Gsr	1.0896250699053e-28	0.793152180761397	0.6	0.182	1.46129618125e-24
Vim	1.77700947899734e-28	-2.54418025294822	0.23	0.737	2.38314741228333e-24
Cav2	2.81539464136039e-28	0.673323288102218	0.51	0.128	3.77572575352842e-24
Marveld2	5.47335541831739e-28	0.337516714559717	0.26	0.035	7.34031695150545e-24
Sdcbp2	6.81071128166629e-28	0.441270426789072	0.33	0.055	9.13384489984266e-24
Gjb4	7.02091233705928e-28	0.878226053126046	0.46	0.107	9.41574553523021e-24
Fam220a	8.82815566354116e-28	0.630238342460366	0.35	0.065	1.18394395603751e-23
Tuba8	8.87793347688406e-28	0.533595162646371	0.26	0.036	1.19061965858492e-23
Nedd4l	1.36539486073439e-27	0.822635940421302	0.57	0.171	1.83113104773089e-23
Gjb3	1.49327649895524e-27	0.815751628878413	0.53	0.137	2.00263311274887e-23
Stard10	1.56777398772082e-27	0.661281019777126	0.56	0.153	2.10254169493239e-23
Fam43a	1.88308833460719e-27	0.593138943053158	0.37	0.071	2.5254097655417e-23
Hspb1	1.9708642442862e-27	1.06830400383061	0.84	0.389	2.64312603801222e-23
Calm1	8.67166951925185e-27	-1.44063119498919	0.6	0.836	1.16295759922687e-22
Prom1	9.98218874233141e-27	0.588577201366308	0.31	0.053	1.33871133223407e-22
Id3	1.27179596399774e-26	0.956768400629472	0.56	0.156	1.70560556731737e-22
Efna1	1.58578029149427e-26	0.820288933581989	0.53	0.143	2.12668994892297e-22
Rab25	1.99875343814612e-26	0.571158562975605	0.47	0.113	2.68052823589776e-22
Rab15	2.16465405780286e-26	0.711491714994422	0.52	0.144	2.90301755691941e-22
Lgals3	2.18328101551634e-26	1.00844201888349	0.93	0.712	2.92799816990897e-22
Ripk4	2.6684284756782e-26	0.644742085764166	0.42	0.096	3.57862942873204e-22
Sdc4	5.0393756368806e-26	1.11912856257407	0.83	0.564	6.75830666662057e-22
S100a14	5.16872537570091e-26	0.632355071098256	0.55	0.142	6.93177760135249e-22
Rab11fip1	1.48105624659609e-25	0.625877249577421	0.54	0.148	1.98624453231002e-21
Cdc42ep5	1.61698184793425e-25	0.476294566052732	0.31	0.055	2.16853435626463e-21
Vsig10	2.181952775681e-25	0.496588923080843	0.29	0.049	2.92621686746579e-21
Qtrt1	2.48988360761115e-25	0.825515700764137	0.5	0.132	3.33918290616732e-21
Il17re	5.28799407262162e-25	0.259583253138037	0.28	0.044	7.09172885079285e-21
Ralgds	6.40779940194774e-25	0.816082733525409	0.82	0.393	8.59349977795212e-21
Crip2	8.35356020133889e-25	0.922455024929775	0.84	0.43	1.12029595860156e-20
Me1	9.60282613770193e-25	0.809476352574659	0.5	0.141	1.28783501332721e-20
Zfp710	1.63715441682393e-24	0.45629091483011	0.31	0.055	2.19558778840258e-20
Sorl1	1.82031202201967e-24	0.404470933788778	0.33	0.061	2.44122045273058e-20
Card10	2.83630158681093e-24	0.738891387054173	0.47	0.121	3.80376405807214e-20
Gcnt2	3.08623509018439e-24	0.575829771002507	0.55	0.159	4.13894987944629e-20
Agps	4.24628467899656e-24	0.895161147121208	0.53	0.167	5.69469238300229e-20
Mapk13	4.619309275847e-24	0.850482504766976	0.44	0.107	6.19495566983841e-20
Peo1	6.08187840282346e-24	0.520591948041382	0.26	0.042	8.15640712602654e-20
Bhlhe41	6.18131087670588e-24	0.769197648961119	0.47	0.127	8.28975601675026e-20
Anln	6.46139276692328e-24	0.374937851497161	0.3	0.053	8.66537383972081e-20
Atp1b1	9.37708504137745e-24	0.481641042681713	0.44	0.104	1.25756087489913e-19
Ovol1	1.14254198127853e-23	0.504285108341874	0.32	0.061	1.53226305109263e-19
Etl4	1.84058197752081e-23	0.62912632094386	0.35	0.074	2.46840449005316e-19
Manba	2.75713935930365e-23	0.39752202459907	0.34	0.068	3.69759959476213e-19
Pkp2	2.99761725026923e-23	0.426510249758406	0.32	0.063	4.02010449433606e-19
Cenpv	6.27497131808531e-23	0.388004025274987	0.27	0.046	8.41536403468421e-19
Tmem86a	7.02463300270888e-23	1.393012697777	0.46	0.135	9.42073531993288e-19
Bcar1	8.02443581447139e-23	0.854262978587918	0.61	0.219	1.07615708707876e-18
Tap2	9.76899953210541e-23	0.575452606560159	0.53	0.162	1.31012052725066e-18
Bcl6	1.44201441629612e-22	0.664949320174882	0.43	0.111	1.93388553369473e-18
Psmb8	2.30340514503773e-22	0.647509080612887	0.72	0.284	3.08909664001011e-18
Numa1	2.35233244911738e-22	0.706561035365046	0.6	0.21	3.15471304751131e-18
Cd44	2.39529690623235e-22	-1.58031270311651	0.47	0.755	3.2123326809482e-18
F3	4.41036043585283e-22	1.35666584971823	0.66	0.287	5.91473438052223e-18
Ssh3	5.42285395181128e-22	0.586364199846199	0.31	0.061	7.27258943477411e-18
Nck2	6.91710291791043e-22	0.745571956747128	0.56	0.195	9.27652672320968e-18
Trp53i11	8.47769978623834e-22	0.607321568021876	0.52	0.157	1.13694431833242e-17
Tnk2	8.62077003964099e-22	0.727638082919571	0.68	0.246	1.15613147001625e-17
Sgms2	1.16436746156339e-21	0.63488015011698	0.62	0.222	1.56153320270266e-17
Fam83h	1.50102564623174e-21	0.424839331985492	0.45	0.121	2.01302549416139e-17
Plekhg3	1.83973789337028e-21	0.570514830694944	0.5	0.151	2.46727248879888e-17
Large	1.93171613977964e-21	0.574313666863277	0.36	0.086	2.59062451505848e-17
Pvrl2	2.74566334222694e-21	0.736152335812637	0.54	0.179	3.68220910826054e-17
Dsp	3.70141046853187e-21	0.524078913133661	0.67	0.229	4.96396157934809e-17
Ppl	3.75361696614097e-21	0.749654947477863	0.4	0.098	5.03397571329165e-17
Nipal1	4.99842980446289e-21	0.489038308976898	0.35	0.081	6.70339421076518e-17
Gata3	8.04393899021565e-21	0.84341225378139	0.5	0.15	1.07877265797782e-16
Eps8l2	8.72764408985786e-21	0.531554542792309	0.55	0.172	1.17046434889084e-16
Prkcdbp	9.0141816647106e-21	0.975512955359071	0.64	0.247	1.20889190305434e-16
Camsap3	1.0619931555733e-20	0.415870661033033	0.29	0.057	1.42423902093935e-16
Rtkn	1.10177052317718e-20	0.569846611961571	0.51	0.161	1.47758444863291e-16
Tcf3	1.38460652771318e-20	0.691970636678917	0.54	0.177	1.85689581431615e-16
Fhl2	1.61822276348023e-20	0.782420222765217	0.64	0.245	2.17019854810333e-16
Nipal2	1.92752562668348e-20	0.328180494255516	0.33	0.072	2.58500461794521e-16
Llgl2	2.07332617467797e-20	0.483196154090202	0.36	0.084	2.78053773286062e-16
Tmc4	2.55134828307157e-20	0.53229663193054	0.46	0.133	3.42161318242728e-16
Fam102a	4.85311994272169e-20	0.474520524429488	0.55	0.176	6.50851915518405e-16
Macc1	5.18461057862288e-20	0.371861935872633	0.29	0.059	6.95308124699115e-16
Basp1	5.30807013163643e-20	0.739844225552324	0.87	0.552	7.11865285353762e-16
Jup	5.61832146402808e-20	0.721620744922336	0.74	0.335	7.53473091540806e-16
Alcam	5.68665687537371e-20	0.593004274238529	0.55	0.179	7.62637553556369e-16
Cst3	6.1592530241848e-20	-1.98976728419335	0.5	0.752	8.26017423073423e-16
Ccdc120	6.63020278278473e-20	0.622807824200243	0.34	0.081	8.89176495199261e-16
Psmb9	7.33584635739261e-20	0.526657612497296	0.39	0.097	9.83810354989923e-16
Tm4sf1	8.25482549082927e-20	0.86400768826267	0.85	0.453	1.10705464657511e-15
Dusp10	1.35033522593851e-19	0.847880081916873	0.54	0.187	1.81093457150613e-15
Csnk1e	1.43128571965209e-19	0.796015285125448	0.71	0.35	1.91949727862542e-15
Lif	1.47949061438975e-19	0.685102110591371	0.56	0.194	1.9841448629581e-15
Pkp3	1.60959215385583e-19	0.536700352686888	0.64	0.225	2.15862403753606e-15
Ctns	1.65929490825753e-19	0.830430865859179	0.31	0.07	2.22528040146417e-15
Acot1	1.93569824189633e-19	0.382075680707531	0.32	0.07	2.59596491220717e-15
Fth1	2.87935844516114e-19	-1.52598662495783	0.9	0.967	3.86150761080561e-15
Sgsm3	3.00266472305045e-19	0.501678492233135	0.37	0.094	4.02687366008296e-15
Igsf9	3.18545801042271e-19	0.345064876326085	0.26	0.049	4.2720177377779e-15
Coro2a	3.43547449647528e-19	0.409163299383454	0.27	0.053	4.60731484722299e-15
Usp6nl	5.68164268154805e-19	0.434025449850994	0.37	0.095	7.61965100022409e-15
Ppap2c	6.64540085995834e-19	0.571458771786777	0.66	0.249	8.91214709329013e-15
Ppp1r13l	7.09829587227851e-19	0.606789865462533	0.62	0.247	9.51952459431271e-15
Dbndd2	8.76393457590357e-19	0.871986013357617	0.52	0.184	1.17533126597443e-14
AI661453	1.45472428174101e-18	0.342540115839447	0.29	0.062	1.95093073424287e-14
Sipa1l3	1.48114702213583e-18	0.468032861897142	0.37	0.099	1.98636627138636e-14
Pick1	1.59420954203042e-18	0.428296956697337	0.28	0.059	2.13799441681699e-14
Tax1bp1	1.6492035081093e-18	0.738731140966372	0.77	0.468	2.21174682472538e-14
Acadm	1.97906934318746e-18	0.784309142719556	0.41	0.12	2.65412989614871e-14
Lmna	2.81976552499458e-18	0.625471042830066	0.95	0.808	3.78158754557023e-14
Hagh	3.10020770262065e-18	0.463548012275582	0.5	0.162	4.15768854998455e-14
Lad1	6.66914548327859e-18	0.43854846338156	0.61	0.214	8.94399100762492e-14
Rassf7	7.96673225162607e-18	0.328577163955652	0.28	0.06	1.06841846226557e-13
Anxa2	8.75061289390161e-18	0.688044380555381	0.93	0.732	1.17354469520114e-13
Rgl2	1.17112682376323e-17	0.631351577292099	0.45	0.14	1.57059818334887e-13
Ctr9	1.19539272478386e-17	0.519349301989548	0.37	0.101	1.60314118320763e-13
Inppl1	1.21927727978678e-17	0.647452974374911	0.6	0.24	1.63517275992205e-13
Cd9	1.227961887816e-17	0.641146139497198	0.89	0.677	1.64681968775003e-13
Slk	1.36073275712732e-17	0.727349497439874	0.64	0.272	1.82487870058345e-13
Sqrdl	1.92238329900157e-17	0.35471449947556	0.27	0.058	2.57810824229101e-13
Rac1	2.15928716379178e-17	0.825710838805576	0.81	0.621	2.89582001536116e-13
Arhgap27	2.17165108337127e-17	0.597837477095372	0.3	0.07	2.91240126790921e-13
Inadl	3.24570156809291e-17	0.288765641637978	0.27	0.059	4.3528103729694e-13
Plec	4.1425667952105e-17	0.780078851370319	0.85	0.534	5.5555963290568e-13
Rdh10	5.99301584729068e-17	0.657198494720688	0.46	0.153	8.03723355280153e-13
Serpinb5	6.29923045180712e-17	0.406536026972516	0.49	0.157	8.44789795891853e-13
Obfc1	6.42211573305928e-17	0.616411911137404	0.31	0.075	8.61269940960581e-13
Grpel2	7.02988216933336e-17	0.388746090526227	0.39	0.112	9.42777497729296e-13
Mex3b	8.11001128675458e-17	0.473901448021371	0.26	0.056	1.08763361366666e-12
Cotl1	8.82238352338803e-17	-1.41471443643758	0.21	0.598	1.18316985432157e-12
Trim16	1.03583137270402e-16	0.445996369071919	0.36	0.102	1.38915345393336e-12
Sox9	1.07245053193525e-16	0.792440914623156	0.67	0.309	1.43826340837836e-12
Slc25a39	1.67315468199872e-16	0.591831247759877	0.69	0.329	2.24386774402848e-12
Elovl7	1.81411424451078e-16	0.488345519607675	0.32	0.084	2.43290861331341e-12
Arhgef5	1.83257617562504e-16	0.377095929763878	0.55	0.198	2.45766790913075e-12
Sparc	2.12767608056438e-16	-2.81756352801031	0.21	0.573	2.85342639164489e-12
Plrg1	2.53794280444418e-16	0.337994942955847	0.32	0.082	3.40363509504009e-12
Avpi1	2.81193053151556e-16	0.400287809916977	0.47	0.157	3.77108003581552e-12
Aldh3a2	3.3995067019951e-16	0.572445342575731	0.38	0.113	4.55907843804563e-12
Cystm1	4.62133469889229e-16	0.309963302752976	0.26	0.058	6.19767196468444e-12
Rps26	9.28787403162184e-16	0.46299411010157	0.96	0.881	1.2455967863808e-11
Plcd3	1.0779460830053e-15	0.593899503868897	0.28	0.068	1.44563349191841e-11
C77080	1.26719967399086e-15	0.524715318826825	0.54	0.209	1.69944148278915e-11
Smad3	1.48928341737944e-15	0.499489802409596	0.51	0.187	1.99727799104757e-11
Hip1r	1.75361794797327e-15	0.566764351714569	0.4	0.127	2.35177703002695e-11
Itpkc	1.77605772673675e-15	0.740989563762329	0.56	0.232	2.38187101732665e-11
Anxa3	2.3355079476921e-15	0.72996764358647	0.75	0.394	3.13214970864987e-11
Ftl1	2.36958822770978e-15	-1.0605797476903	0.85	0.922	3.17785477218158e-11
Axl	2.38270832318329e-15	-1.334296176489	0.04	0.45	3.19545013222111e-11
Sbno2	2.50656300664719e-15	0.813736608058134	0.74	0.413	3.36155164821455e-11
Fst	2.62697736792297e-15	0.88115815674217	0.55	0.228	3.52303934812149e-11
Igfbp7	2.77581590351598e-15	-2.56693076347082	0.17	0.54	3.72264670820528e-11
Myo18a	2.97485827745011e-15	0.347381393757171	0.37	0.11	3.98958243588835e-11
Aktip	3.49456612102431e-15	0.312598277239613	0.27	0.064	4.6865626249057e-11
Tead2	4.0321088786e-15	0.463545640830022	0.37	0.113	5.40746121709046e-11
Ktn1	4.94161667180491e-15	0.586737927783421	0.49	0.191	6.62720211855756e-11
Hsdl2	5.10796452728412e-15	0.350787331918177	0.33	0.091	6.85029122754074e-11
Dusp16	5.64052020878023e-15	0.490101068069732	0.42	0.136	7.56450165199517e-11
Chmp2b	6.17343278351132e-15	0.545047486099741	0.6	0.268	8.27919070596703e-11
Ap1m2	6.90006812284868e-15	0.60405195771863	0.29	0.074	9.25368135955236e-11
Krtcap3	7.2048267397845e-15	0.578926667830542	0.31	0.083	9.66239314072499e-11
Shb	7.71746819556964e-15	0.478063402766087	0.5	0.188	1.03498965970784e-10
Ets2	9.36081200853856e-15	0.662378991479566	0.78	0.492	1.25537849846511e-10
Tagln2	1.10877514792033e-14	0.611155183368372	0.91	0.785	1.48697835087595e-10
Plxnb2	1.14836021139752e-14	0.47885432209784	0.68	0.322	1.54006587950522e-10
Slco2a1	1.49046242126171e-14	0.610440847419927	0.46	0.171	1.99885915315408e-10
Ltbp1	1.72614087376157e-14	0.629594262393722	0.38	0.125	2.31492752580164e-10
Hdac6	1.7479114597183e-14	0.617935257270145	0.37	0.115	2.34412405862822e-10
Fxyd3	1.80321185814223e-14	0.269816199165513	0.74	0.302	2.41828742295454e-10
S100a1	2.18555437400566e-14	0.615785633861626	0.65	0.311	2.93104697097899e-10
Slc9a3r2	2.4168777236638e-14	0.6083106810352	0.41	0.14	3.24127471520552e-10
Csrp1	2.43476155026696e-14	0.548060526950064	0.46	0.176	3.26525871506302e-10
Plekhf2	2.91056340053322e-14	0.279956741947409	0.35	0.103	3.9033565764551e-10
Fam110a	3.37298730444981e-14	0.475922018142785	0.52	0.207	4.52351327399764e-10
Efs	3.41068796707334e-14	0.432985987971357	0.26	0.064	4.57407363264205e-10
Mad2l2	3.56589858689521e-14	0.372524112439305	0.29	0.079	4.78222659488516e-10
D8Ertd82e	3.59308091837233e-14	0.70671606250426	0.55	0.255	4.81868081962914e-10
Tfap2a	3.72011192096193e-14	0.295994532255393	0.42	0.137	4.98904209720204e-10
