p_val	avg_logFC	pct.1	pct.2	p_val_adj
Serpina3n	2.40562374091981e-149	2.70432331249634	0.931	0.203	3.22618199894756e-145
Galnt16	4.69937592832619e-149	0.864046206721926	0.37	0.012	6.30233305747825e-145
Scara5	8.36160055849654e-148	1.10334017885237	0.468	0.027	1.12137425089997e-143
Col14a1	1.76675049958718e-145	2.0328513368571	0.792	0.12	2.36938909499636e-141
Tgfbr3	1.14160316201686e-144	1.19364175585433	0.595	0.054	1.53100400058081e-140
Adgrd1	1.60553432652532e-140	0.997608758194882	0.451	0.027	2.1531820853031e-136
C1s1	1.15954225319831e-138	1.83892916938438	0.896	0.183	1.55506211576425e-134
Scn7a	4.16650066416075e-134	1.14580316223066	0.566	0.052	5.58769404070598e-130
Entpd2	4.22710409710165e-133	1.09656500218514	0.474	0.033	5.66896930462303e-129
Thbs3	6.71307382160778e-132	1.21483971718762	0.618	0.068	9.00290330215819e-128
Gfpt2	1.15335047478573e-129	2.08636085434341	0.908	0.209	1.54675832173514e-125
Apod	5.17945330389564e-128	1.38745766374177	0.601	0.062	6.94616482585445e-124
Adamts5	9.97686237555655e-124	1.378607094289	0.543	0.054	1.33799701318589e-119
C1ra	2.57106384228483e-122	1.3819846405433	0.734	0.116	3.44805371888818e-118
Ptgis	8.08584225304933e-121	0.834991702980359	0.364	0.018	1.08439230455645e-116
Pcolce2	2.76940493172909e-120	1.42087666066823	0.63	0.081	3.71404895394188e-116
Ackr3	5.81631402302024e-120	1.95863313706306	0.809	0.167	7.80025873627244e-116
Scara3	2.95174600293707e-119	1.1756741590478	0.48	0.042	3.9585865645389e-115
Enpep	4.9593469169596e-118	0.678709732969747	0.324	0.013	6.65098015033452e-114
Wisp2	6.03265742469846e-117	1.50133667268183	0.434	0.032	8.09039687226311e-113
Col3a1	4.40095259740111e-115	2.08719931738851	0.983	0.289	5.90211752837462e-111
Fstl1	9.47600656910825e-113	1.76358661283444	1	0.285	1.27082724098311e-108
Eln	4.1756861117519e-112	1.91549812922672	0.694	0.102	5.60001264447048e-108
Mmp2	1.20874100550847e-110	1.6498861430047	0.983	0.275	1.62104256248741e-106
Npr1	3.4360619233489e-110	0.557765526744596	0.266	0.008	4.6081026454032e-106
Rnase4	1.06503386926684e-109	1.88937533022956	0.913	0.292	1.42831692207375e-105
Tppp3	8.49373563334169e-108	1.65434907601129	0.699	0.12	1.13909488578745e-103
Mfap5	5.19278996216554e-107	1.47060149823361	0.861	0.172	6.96405061826021e-103
Ramp2	1.81421955611644e-105	0.552542570590347	0.254	0.008	2.43304984670775e-101
Ppap2b	1.83377087860659e-105	1.76257184441066	0.827	0.188	2.4592701252993e-101
Il11ra1	4.75418397835477e-104	1.47582543221573	0.74	0.151	6.37583613337158e-100
Ces2g	6.5839529111309e-104	0.647439169981298	0.283	0.012	8.82973924911765e-100
Bmper	1.24770500000704e-103	0.803316761714276	0.347	0.021	1.67329717550945e-99
Slc4a4	2.61724392928419e-100	0.616647285426839	0.301	0.015	3.50998583356303e-96
Ssc5d	2.77619985554902e-96	1.00253325332053	0.468	0.051	3.72316162627679e-92
Il6	4.34535390782249e-96	1.55002534614773	0.624	0.097	5.82755412578074e-92
Srpx	4.34562051674913e-96	1.37995999056934	0.636	0.109	5.82791167501226e-92
Serping1	2.65153025536003e-95	1.48875503500196	0.971	0.274	3.55596722546334e-91
Lpl	8.14991432664078e-95	1.55719044348754	0.595	0.092	1.0929850103458e-90
Gpc3	3.80278749921595e-94	1.35217021706432	0.543	0.076	5.0999183151985e-90
Gsn	2.58716019636959e-91	2.43297388088584	0.965	0.503	3.46964053935126e-87
Ly6a	1.09613141600207e-90	1.67111474323548	0.89	0.265	1.47002184200038e-86
Fgl2	2.48631941007951e-90	1.50440936491387	0.694	0.128	3.33440296085763e-86
Ace	3.59996988368949e-90	1.26657700756519	0.682	0.131	4.82791961101598e-86
Ccl2	7.57859811824151e-90	2.22352669741751	0.85	0.244	1.01636579363737e-85
Chl1	2.57490208581431e-89	1.20062539989087	0.48	0.06	3.45320118728557e-85
Uap1	1.71872931162596e-88	1.6986924325847	0.884	0.319	2.30498787982157e-84
Cmah	1.73596119909681e-86	0.761542107718169	0.329	0.025	2.32809756410873e-82
Gstm1	1.79126497243368e-85	1.31978487110549	0.676	0.137	2.40226545453081e-81
Nid1	9.27662866469895e-85	1.34224266914619	0.908	0.275	1.24408867022278e-80
Adamts1	1.6501812822515e-84	1.64427733767882	0.896	0.31	2.21305811762749e-80
Loxl1	1.05592070617222e-83	1.23119052827382	0.896	0.229	1.41609525904757e-79
Abi3bp	1.31999373244896e-83	1.09090608606783	0.624	0.108	1.7702435945873e-79
Ltbp4	1.64762508209464e-83	1.75079580842447	0.642	0.13	2.20962999759712e-79
Mfap2	4.77664909113319e-83	1.21850419569874	0.746	0.169	6.40596409611872e-79
Dpp4	8.87802064877138e-83	0.818638661353964	0.289	0.019	1.19063134920673e-78
Htra3	1.03867483820444e-82	1.69372025511128	0.786	0.213	1.39296682551597e-78
Cd248	7.42931877795911e-82	1.46084111675655	0.763	0.188	9.96345941312096e-78
Cyp4b1	4.90564031484389e-81	0.762240765990301	0.289	0.019	6.57895422623714e-77
Slfn5	8.04240685114727e-81	0.881162062839321	0.37	0.036	1.07856718280736e-76
Ggt5	1.12696442627377e-80	1.02918061010813	0.468	0.062	1.51137199207575e-76
Ugdh	1.46098081489335e-80	1.89651406474405	0.844	0.308	1.95932137085347e-76
Il33	1.19718115756386e-79	1.305252433743	0.526	0.079	1.60553965040889e-75
Ndn	1.62167538827517e-79	0.749595345546115	0.387	0.041	2.17482886321583e-75
Igf1	7.21500540951228e-79	1.29174434901238	0.532	0.087	9.67604375469692e-75
Lama2	2.72544721412846e-78	0.926231355778399	0.514	0.078	3.65509725886768e-74
Sfrp1	1.35844499054204e-77	1.7150405678943	0.659	0.154	1.82181057681594e-73
Flrt2	1.23496236222521e-76	0.851293352997398	0.387	0.043	1.65620802398023e-72
Ddr2	1.89341927193776e-75	1.08563917414377	0.543	0.097	2.53926458559574e-71
Itm2a	8.53956934779729e-74	1.36326981169426	0.624	0.133	1.14524164523309e-69
Csf1	2.80739788035445e-73	1.82365037756087	0.827	0.28	3.76500129734336e-69
Ccl11	4.6905469501362e-73	1.04562548847945	0.549	0.092	6.29049251482766e-69
Pamr1	8.05525455286801e-73	0.715051320484391	0.254	0.016	1.08029018808513e-68
Steap4	3.13885080475735e-71	0.892935248832209	0.37	0.042	4.20951281426008e-67
Sfrp2	3.23724104623551e-71	1.58326653980321	0.526	0.096	4.34146396710644e-67
Svep1	5.70632393210223e-70	1.02502032537428	0.48	0.078	7.6527510253423e-66
Sod3	4.02392300159079e-69	1.17444308042472	0.751	0.197	5.39648313743341e-65
Ccl7	1.44142500324199e-68	1.63786261506999	0.769	0.218	1.93309507184783e-64
Adamtsl1	1.74902103718007e-68	0.789548028644324	0.353	0.04	2.34561211296219e-64
Tac1	3.52887655103596e-68	1.25168166416827	0.289	0.026	4.73257634259432e-64
Mt2	1.81993550592763e-67	1.77464188725468	0.942	0.522	2.44071550699954e-63
Fgf7	7.75698443811468e-66	0.753050206220798	0.312	0.031	1.04028918299556e-61
Nov	9.82103995498532e-66	0.914389663154837	0.376	0.047	1.31709966836308e-61
Timp2	6.87904731756985e-65	1.32673924159037	0.913	0.466	9.22549035759292e-61
Mmp3	8.13822665904623e-65	1.59837933940144	0.607	0.134	1.09141757724469e-60
Lpar1	1.18326690692062e-64	1.10389912257925	0.607	0.143	1.58687924887125e-60
Fxyd1	3.69421854449907e-64	0.823788389358369	0.451	0.074	4.9543164900277e-60
Aebp1	1.28340751548685e-63	1.1606424870966	0.936	0.387	1.72117781901941e-59
Cpxm1	4.20979768495073e-63	1.46586193076581	0.78	0.22	5.64575967528743e-59
Cyp1b1	1.1722229957984e-61	1.01834430329466	0.445	0.075	1.57206825966523e-57
Fbn1	1.22938867542936e-61	1.21672485834628	0.844	0.27	1.64873315261832e-57
Pla1a	1.72643841446915e-61	1.41227886523973	0.711	0.214	2.31532655764458e-57
Cygb	1.8322645878819e-61	0.955424849594246	0.636	0.149	2.45725003880842e-57
Vgll3	1.25762696207059e-60	0.752031339002373	0.364	0.05	1.68660351883287e-56
Col1a2	2.42111128098269e-60	0.823606836087761	1	0.339	3.24695233892588e-56
Gstm2	2.6673274185389e-60	0.767768441591285	0.532	0.11	3.57715280100252e-56
Tgfbr2	3.07474003325213e-60	1.25727633687568	0.85	0.393	4.12353385859443e-56
Ebf1	2.95077718707355e-59	0.854258706415826	0.474	0.088	3.95728728558434e-55
Gas7	5.1006746951776e-59	0.849577302909007	0.445	0.074	6.84051483370267e-55
Ism1	3.11969401090014e-58	0.554122269867479	0.266	0.025	4.18382163801817e-54
Vasn	1.58477441026826e-56	1.20158090827545	0.908	0.449	2.12534096161076e-52
Islr	4.47749468496264e-56	0.975978842983169	0.676	0.177	6.0047681220034e-52
C1s2	6.04662898020234e-56	0.665428804636744	0.277	0.029	8.10913412534936e-52
Lrrn4cl	9.23745507938076e-56	0.567232127420848	0.254	0.024	1.23883510069575e-51
Cfb	6.50642100881626e-55	1.10715583314245	0.445	0.083	8.72576121492348e-51
Adamts2	6.60804485971967e-55	0.838514867272055	0.815	0.236	8.86204896137006e-51
Egfr	6.79947603771249e-55	1.06140822313428	0.618	0.181	9.11877731417622e-51
Serpinf1	8.76123260762514e-53	0.722718186187813	0.884	0.275	1.17496890500861e-48
Igsf10	1.03391252051582e-52	0.683175155805189	0.37	0.059	1.38658008126377e-48
Col1a1	6.92566031532622e-52	0.517010222463992	0.942	0.286	9.288003048884e-48
Lrrc61	7.60064613390939e-52	0.773838967932834	0.289	0.036	1.01932265301859e-47
Slit3	3.23764433553842e-51	0.906036864142759	0.584	0.148	4.34200481839058e-47
Antxr1	3.97633324601375e-51	0.770274679583628	0.723	0.203	5.33266051622903e-47
Lrrc17	4.19799851862213e-51	0.86036153037822	0.451	0.09	5.62993581332414e-47
Col6a2	4.92659000387728e-51	0.64149439709935	0.908	0.263	6.60704985419982e-47
Grb10	2.35098931592451e-50	0.752275622552523	0.416	0.081	3.15291177158636e-46
Dpysl3	3.36764899466931e-50	0.987884058288365	0.584	0.168	4.51635406675101e-46
Gda	7.44392043544159e-50	0.64710277395398	0.451	0.09	9.98304169597071e-46
Sparc	9.03953215707575e-50	0.948096399427401	1	0.535	1.21229165758543e-45
Cilp	9.06106819812202e-50	1.5699040959556	0.393	0.07	1.21517985605014e-45
Sgce	3.8169988363059e-49	0.765298554380735	0.376	0.067	5.11897713936985e-45
Plat	4.39872050796427e-49	1.02609231558141	0.821	0.327	5.89912407323088e-45
Col6a1	4.5781257320162e-49	0.61687705569744	0.919	0.279	6.13972441920693e-45
Rcn3	3.08831256922504e-48	0.779896109434941	0.78	0.238	4.1417359865877e-44
Pdgfra	3.16399188947708e-48	0.801188733262841	0.532	0.127	4.24322952297772e-44
Serpinh1	4.31426723867619e-48	0.815309272699765	0.988	0.49	5.78586379378864e-44
Gem	4.68272728468911e-48	1.01750418668535	0.757	0.294	6.28000556149657e-44
Thbs2	2.06059928915346e-47	0.752027660738941	0.867	0.28	2.7634697066837e-43
Meg3	2.79244555944684e-47	0.87744075620955	0.688	0.203	3.74494873977415e-43
Lbp	3.11984041806523e-47	1.74163798764288	0.636	0.222	4.18401798466728e-43
Il1r1	6.96700698389232e-47	0.89456094507183	0.572	0.159	9.34345306609798e-43
Olfml2b	1.05993451094745e-46	0.783765086417967	0.636	0.182	1.42147817263163e-42
Hspb8	1.28607722512748e-46	1.00728939119124	0.78	0.314	1.72475816661847e-42
Ltbp1	1.79686608044589e-46	0.906555599087369	0.474	0.114	2.40977710048598e-42
Ctsk	1.8820916358109e-46	0.674407094427325	0.786	0.247	2.524073092786e-42
Col5a1	2.11475236923576e-46	0.557123739868815	0.861	0.263	2.83609440238208e-42
Gpm6b	1.08943795806146e-45	0.855010031468867	0.572	0.161	1.46104524555622e-41
Gprc5b	1.21224180533068e-45	0.615826847213002	0.358	0.064	1.62573748512898e-41
Cthrc1	1.83445661073099e-45	1.00022563921496	0.462	0.105	2.46018976065133e-41
Nbl1	3.67648416262745e-45	0.889669614007579	0.809	0.317	4.93053291049967e-41
Serpinb1a	1.04110868201788e-44	0.505774945837601	0.26	0.032	1.39623085345418e-40
Cxcl1	1.14069459720368e-44	1.4151253068692	0.936	0.642	1.52978552430985e-40
Atp8b1	1.62611210193849e-44	0.697408828869115	0.405	0.085	2.1807789399097e-40
Myc	3.66144623998775e-44	1.15872837889258	0.728	0.305	4.91036555244757e-40
Pkdcc	5.91672890427366e-44	0.77046064066397	0.422	0.093	7.9349251335214e-40
Col4a1	8.2976203957768e-44	0.644466505597119	0.89	0.387	1.11279387127763e-39
Fbln1	1.02643330850627e-43	0.907927906735146	0.59	0.172	1.37654971003776e-39
Bgn	1.70690753649196e-43	0.564807291345878	0.919	0.292	2.28913369718937e-39
Lox	3.68697469430636e-43	0.953826559345908	0.659	0.202	4.94460176253426e-39
Cyr61	4.67019153985692e-43	1.06776625648454	0.827	0.377	6.26319387410211e-39
Hk2	5.96528310663752e-43	1.05500168176908	0.775	0.37	8.00004117431158e-39
Thy1	1.25529519073288e-42	0.681246613125844	0.832	0.279	1.68347638029186e-38
Col5a2	1.37022861611445e-42	0.386462433004316	0.942	0.293	1.83761359707108e-38
Slc43a3	1.42423979730397e-42	0.758528390171833	0.387	0.082	1.91004799216435e-38
Hmox1	2.55061222504978e-42	0.831912910870644	0.757	0.313	3.42062605501425e-38
Kitl	3.16627425808789e-42	0.833752808019141	0.509	0.141	4.24629040752167e-38
Clmp	3.87348898481928e-42	0.742330171193307	0.584	0.167	5.19473607754114e-38
Cd302	7.77015411106035e-42	0.871119649447323	0.653	0.221	1.0420553678343e-37
Ptrf	1.48166571705007e-41	0.901220442743887	0.734	0.303	1.98706189313585e-37
Tpst1	1.65784303130009e-41	0.663138140747349	0.428	0.098	2.22333328927655e-37
Hspg2	1.66520392226495e-41	0.759775808191095	0.838	0.333	2.23320498014953e-37
Rgcc	4.6323493852927e-41	1.38912781563533	0.59	0.192	6.21244376061603e-37
Pcolce	5.5969779931527e-41	0.794462597234414	0.746	0.248	7.50610718661708e-37
Fn1	5.8885844796175e-41	0.866909463851739	0.954	0.522	7.89718064561502e-37
Ifi204	8.52705016422209e-41	0.891442312066049	0.538	0.16	1.14356269752382e-36
Fndc1	1.1793913370977e-40	0.872835151734972	0.566	0.162	1.58168172218173e-36
Pmp22	2.3108898826056e-40	0.522112986321339	0.566	0.164	3.09913442156237e-36
Ccdc80	6.04608069362842e-40	0.680410595254733	0.705	0.227	8.10839881822508e-36
Dsel	1.52462697134881e-39	0.629714318880287	0.341	0.068	2.04467723127589e-35
Cd55	3.02344586087323e-39	0.7800289458045	0.335	0.065	4.05474324401709e-35
Klf4	3.48029262504205e-39	1.01687901186269	0.838	0.451	4.66742043944389e-35
Pdpn	5.20867208016186e-39	0.863111421258337	0.786	0.327	6.98535012670507e-35
Fst	8.83416562193913e-39	0.946167439938325	0.636	0.215	1.18474995155826e-34
Adam23	1.08216262384011e-38	0.517010224990885	0.306	0.054	1.45128829483197e-34
Ugp2	1.17316925367146e-38	1.01385558497052	0.584	0.209	1.5733372860988e-34
Tmem45a	3.09793401295899e-38	0.60286507468735	0.341	0.068	4.1546393047793e-34
Dlc1	5.35243253868587e-38	0.57943940274976	0.387	0.088	7.17814727763162e-34
Maff	5.59331588260562e-38	1.02896644191659	0.827	0.452	7.5011959301624e-34
Dact1	5.65822729497356e-38	0.776016932184372	0.295	0.052	7.58824862528904e-34
Dcbld2	2.77951346786292e-37	0.828123737668626	0.543	0.18	3.72760551175097e-33
Epdr1	3.54524893186167e-37	0.486055474117311	0.26	0.041	4.75453334251969e-33
Pkm	4.58242108761693e-37	-1.22295101342208	0.566	0.814	6.14548492060307e-33
Ier5	7.38148947865293e-37	0.903443924081401	0.873	0.593	9.89931553982145e-33
Nfia	8.10946258845601e-37	0.688704583624464	0.358	0.08	1.08756002773784e-32
Lrp1	1.03771529001733e-36	0.82731520656303	0.896	0.489	1.39167997544223e-32
Ctsl	1.1857832743278e-36	0.756243441521544	0.936	0.629	1.59025394920101e-32
Dnajb4	1.45523721063587e-36	0.787296841231714	0.561	0.189	1.95161862318376e-32
Efemp2	2.84119923138692e-36	0.914164992604497	0.676	0.27	3.81033228921299e-32
Ndrg1	5.25149724446016e-36	0.97007119299651	0.867	0.538	7.04278295454553e-32
Icam1	7.60348703314208e-36	0.733474672194423	0.694	0.291	1.01970364601468e-31
Lama4	8.24457804903722e-36	0.763432027426982	0.584	0.2	1.10568036215638e-31
Prss23	1.4997348493922e-35	1.00170213843507	0.642	0.253	2.01129440651989e-31
Irak3	1.74449529860027e-35	0.62340496789476	0.301	0.057	2.33954264495282e-31
Dusp10	2.65666932096985e-35	0.919796386425967	0.532	0.179	3.56285922635267e-31
Fosb	6.0434797144373e-35	0.990365422191134	0.902	0.6	8.10491064503187e-31
Bag3	2.01351437569283e-34	0.802503816572377	0.815	0.453	2.70032412924165e-30
Klf9	3.30740485142957e-34	0.713257139030161	0.48	0.144	4.4355606462522e-30
Loxl2	3.60454204792035e-34	0.552655908801883	0.647	0.213	4.83405134046599e-30
Add3	7.19222059903398e-34	0.655344230610938	0.445	0.124	9.64548704536447e-30
Il6st	1.08716349907176e-33	0.592143307387703	0.428	0.117	1.45799496860514e-29
Col4a2	3.3151477351167e-33	0.546014462729301	0.78	0.335	4.44594462756501e-29
Cpq	8.20568553004113e-33	0.650995599344498	0.48	0.148	1.10046448643382e-28
Actb	9.02927526735647e-33	-0.943322025473555	0.942	0.952	1.21091610610518e-28
Dnm1	1.22209813334705e-32	0.660942935804145	0.382	0.096	1.63895580663172e-28
Ifrd1	1.3010510403097e-32	0.745183262489332	0.913	0.689	1.74483955015934e-28
Slc1a5	2.22689553327967e-32	0.591611715578803	0.526	0.173	2.98648959968136e-28
Sema3c	2.31164760057965e-32	0.777880240894185	0.277	0.054	3.10015059713736e-28
Hmcn1	7.79378625251537e-32	0.651070990353	0.301	0.063	1.04522467432484e-27
Fkbp9	7.97934638379799e-32	0.735372482801193	0.665	0.279	1.07011014353115e-27
Cyp7b1	1.14561401614494e-31	0.485859956608803	0.254	0.045	1.53638295705198e-27
Ppic	1.7705866112747e-31	0.57911827373291	0.803	0.326	2.37453370438049e-27
Gpx3	3.02536620558601e-31	1.13506149166763	0.688	0.292	4.0573186183114e-27
Postn	3.45129406614431e-31	0.425102863679197	0.85	0.342	4.62853047210614e-27
Id3	4.91265806042422e-31	0.676695005922302	0.486	0.149	6.58836572483492e-27
Ifi202b	7.39187553834061e-31	0.822376243442248	0.538	0.193	9.91324428446859e-27
Mgst1	3.28545340856522e-30	0.676782749750597	0.74	0.333	4.40612156622681e-26
Gja1	3.34175920655922e-30	0.814749351432511	0.74	0.357	4.48163327191656e-26
Adgra3	3.44837275731755e-30	0.585911291368299	0.358	0.091	4.62461270483856e-26
Gpx7	3.91649952298607e-30	0.680838441267952	0.445	0.134	5.25241751027661e-26
Gpc6	4.62660626126724e-30	0.661208743087532	0.312	0.072	6.20474165698549e-26
Celf2	7.83813195778173e-30	0.610085798182023	0.572	0.213	1.05117187685811e-25
Il15ra	9.49706042233316e-30	0.513161485598462	0.341	0.083	1.2736507732391e-25
Mxra8	1.21706573712549e-29	0.69578414434826	0.607	0.228	1.63220686005899e-25
Steap3	2.34153137511637e-29	0.387687586598596	0.26	0.05	3.14022772716856e-25
Mt1	2.79695645663635e-29	0.817336147608656	0.948	0.711	3.750998303995e-25
Ngf	3.11470029526391e-29	0.811850676805654	0.497	0.169	4.17712456597843e-25
Bicc1	3.38869357596879e-29	0.503396963134615	0.335	0.082	4.54457695473174e-25
Aoc3	9.87913692047509e-29	0.538368995770388	0.341	0.084	1.32489105240491e-24
Clip4	1.60875639805553e-28	0.408899565618261	0.266	0.053	2.15750320543227e-24
Plod2	2.0259553471561e-28	0.797629767749126	0.561	0.227	2.71700871607104e-24
Egr1	3.02851530317876e-28	1.02084229166582	0.734	0.378	4.06154187309304e-24
Shc2	4.83345181424085e-28	0.4473545094053	0.26	0.052	6.48214222807841e-24
Cercam	6.0385084792326e-28	0.544808604313458	0.37	0.102	8.09824372149884e-24
Dram1	7.54867324957209e-28	0.601743336996738	0.434	0.138	1.01235256950011e-23
Sptbn1	1.16988671966405e-27	0.820905037318005	0.711	0.379	1.56893507974145e-23
Pnp	1.52857770803551e-27	0.756648944049052	0.688	0.34	2.04997556424642e-23
Cyb5a	1.75306151641848e-27	0.667598522952579	0.63	0.286	2.35103079966883e-23
Pcdh19	2.07032764909866e-27	0.463418295964094	0.266	0.056	2.77651641020621e-23
Col15a1	3.92917634274026e-27	0.474105110957479	0.503	0.16	5.26941839324897e-23
Prnp	4.81225821141105e-27	0.631695673113942	0.647	0.299	6.45371948732336e-23
Dclk1	5.48478962814325e-27	0.727277695403859	0.387	0.119	7.35565137030292e-23
Rbms3	1.89061836417309e-26	0.653088782526247	0.491	0.178	2.53550828819253e-22
P4ha3	2.12233304052221e-26	0.557159134408093	0.497	0.166	2.84626084064433e-22
Lrrc32	2.24738485902686e-26	0.712655388875062	0.387	0.114	3.01396783444092e-22
Thbs1	2.77744451267364e-26	1.13843312158284	0.769	0.444	3.72483083594662e-22
Tfpi2	2.79102788849261e-26	0.690441986495715	0.497	0.173	3.74304750125744e-22
Ccrn4l	7.83874585529322e-26	0.785543575557743	0.694	0.361	1.05125420665337e-21
Fyn	8.37096191231276e-26	0.528129053552544	0.543	0.204	1.12262970206026e-21
Panx1	8.68474731245134e-26	0.594788352904031	0.295	0.071	1.16471146207285e-21
Fbxo30	1.79635422864452e-25	0.716671690105816	0.555	0.236	2.40909065603517e-21
Fbln7	3.20094713898331e-25	0.650991631199574	0.318	0.085	4.29279020809051e-21
Atf5	3.54169759372757e-25	0.619859728714872	0.63	0.286	4.74977064294804e-21
Il1rl1	5.88998025554843e-25	0.940557179689856	0.474	0.169	7.89905252071599e-21
Rnd3	7.06836763813305e-25	0.661421382503287	0.358	0.107	9.47938783950024e-21
Tes	9.20584685782331e-25	-1.15906837929618	0.087	0.495	1.23459612210268e-20
Angptl2	1.06802598703516e-24	0.494194704773002	0.659	0.278	1.43232965121285e-20
B4galt5	1.14021593297401e-24	0.700119873353792	0.711	0.358	1.52914358771145e-20
Ugcg	1.74149500144281e-24	0.729012867041786	0.659	0.33	2.33551894643496e-20
Nfix	2.07932651896043e-24	0.614189575430815	0.59	0.268	2.78858479457784e-20
Serpine1	2.18023676159175e-24	0.958739274023281	0.699	0.348	2.92391552097069e-20
Arf4	3.07774799670937e-24	0.551000335842514	0.919	0.68	4.12756783838694e-20
Csrp2	3.3126987421632e-24	0.46371776509729	0.618	0.251	4.44266028311506e-20
Arl4c	4.89036855998739e-24	-1.33722730809241	0.058	0.465	6.55847327579909e-20
Fbln2	5.5864680505662e-24	0.43146323731281	0.913	0.461	7.49201230261434e-20
Fibin	1.20977326885278e-23	0.543185214719237	0.347	0.099	1.62242693085846e-19
Fcgrt	1.35888019354592e-23	0.509014920012264	0.532	0.211	1.82239422756444e-19
Twist1	1.86086118370872e-23	0.68525245061418	0.434	0.155	2.49560093347177e-19
Prrx1	2.49885464862617e-23	0.48552728388936	0.486	0.169	3.35121396927256e-19
P3h3	2.66294171334503e-23	0.580335566803688	0.48	0.173	3.57127113176701e-19
Mmp19	2.74200130239424e-23	0.38407997548227	0.734	0.339	3.67729794664091e-19
Mmp23	3.08657050016015e-23	0.448143785502672	0.399	0.126	4.13939969776478e-19
Lamc1	4.14633771436677e-23	0.642405672556815	0.584	0.266	5.56065350873727e-19
Oat	4.40633666064033e-23	0.620370155994995	0.717	0.385	5.90933809558474e-19
Pros1	7.42037979860525e-23	0.646444701871245	0.642	0.311	9.95147134790951e-19
Frmd6	9.28561140773035e-23	0.672472184761172	0.584	0.266	1.24529334589072e-18
Vcan	1.61222818176241e-22	0.657762402690885	0.59	0.264	2.16215921456157e-18
Slc16a1	2.73500807247273e-22	0.620547485152203	0.382	0.132	3.66791932599318e-18
Pbx1	3.28756307053314e-22	0.645672603428877	0.491	0.201	4.408950833892e-18
Adk	5.07800057098899e-22	0.493598146204106	0.382	0.131	6.81010656575333e-18
Lamb1	5.48005941726669e-22	0.49287865112818	0.699	0.343	7.34930768449636e-18
Grem2	5.53827979826794e-22	0.582116559854004	0.399	0.132	7.42738703745713e-18
Fhl1	6.12841829544365e-22	0.455231535236137	0.301	0.082	8.21882177601948e-18
Errfi1	9.70025199602512e-22	0.698455880487446	0.815	0.502	1.30090079518693e-17
Dpysl2	1.10088945080829e-21	0.465302006652076	0.514	0.21	1.476402842479e-17
Serpinb6a	1.74159761079129e-21	0.798545259352717	0.74	0.441	2.3356565558322e-17
Tsc22d2	2.7346489119858e-21	0.625693725172588	0.578	0.279	3.66743765586416e-17
Cdh11	3.24342930510275e-21	0.414366694119376	0.52	0.187	4.3497630410733e-17
Smox	3.91802005069255e-21	-1.39475344177565	0.185	0.524	5.25445668998378e-17
Aspn	5.38593142040451e-21	0.578485843707083	0.382	0.124	7.22307262790449e-17
Gadd45g	7.51231207804199e-21	0.761340184821552	0.682	0.373	1.00747617278621e-16
C2	7.99456263474754e-21	0.527031950489776	0.364	0.119	1.07215079494599e-16
Vasp	9.19195009621861e-21	-1.08911728101351	0.162	0.53	1.23273242740388e-16
